prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
TU18-RWS_00130,ADX87518.1,lysozyme,lysozyme,[17139:17574](+),144,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",36,36
VVP4_p15,YP_249586.1,lysozyme,lysozyme,[17105:17540](+),144,NC_007149.1,"Vibriophage VP4, complete genome",36,36
ACQ41_gp20,YP_009153046.1,tail fiber,tail fiber,[19361:20435](+),357,NC_027397.1,"Vibrio phage QH, complete genome",37,37
vBVspPpVa5_0064,APC46117.1,hypothetical protein,tail fiber,[60149:60335](-),61,KX889068.2,"Vibrio phage pVa5, complete genome",37,37
VP2p20,YP_024424.1,tail fiber,tail fiber,[19363:20437](+),357,NC_005879.1,"Vibrio phage VP2, complete genome",37,37
phiVC8_p20,YP_009140149.1,tail fiber,tail fiber,[18955:19984](+),342,NC_027118.1,"Vibrio phage phiVC8, complete genome",37,37
H3_0020,AIZ01563.1,tail fiber,tail fiber,[19366:20440](+),357,KM612263.1,"Vibrio phage H3, complete genome",37,37
H1_0020,AIZ01467.1,tail fiber,tail fiber,[19366:20440](+),357,KM612261.1,"Vibrio phage H1, complete genome",37,37
ACQ42_gp20,YP_009152771.1,hypothetical protein,tail fiber,[19366:20440](+),357,NC_027393.1,"Vibrio phage J2, complete genome",37,37
VP5_gp19,YP_053020.1,hypothetical protein,tail fiber,[19359:20433](+),357,NC_005891.1,"Vibrio phage VP5, complete genome",37,37
ACQ41_gp36,YP_009153062.1,hypothetical protein,hypothetical protein,[33900:34311](-),136,NC_027397.1,"Vibrio phage QH, complete genome",38,38
H1_0037,AIZ01484.1,hypothetical protein,hypothetical protein,[34027:34438](-),136,KM612261.1,"Vibrio phage H1, complete genome",38,38
VP2p35,YP_052994.1,hypothetical protein,hypothetical protein,[34035:34446](-),136,NC_005879.1,"Vibrio phage VP2, complete genome",38,38
VP5_gp36,YP_053030.1,hypothetical protein,hypothetical protein,[33984:34395](-),136,NC_005891.1,"Vibrio phage VP5, complete genome",38,38
H3_0037,AIZ01580.1,hypothetical protein,hypothetical protein,[34027:34438](-),136,KM612263.1,"Vibrio phage H3, complete genome",38,38
phiVC8_p38,YP_009140167.1,hypothetical protein,hypothetical protein,[33841:34252](-),136,NC_027118.1,"Vibrio phage phiVC8, complete genome",38,38
VPP93_gp19,YP_002875643.1,hypothetical protein,hypothetical protein,[13686:14316](+),209,NC_012662.1,"Vibrio phage VP93, complete genome",39,39
MS_017,YP_008239673.1,tail component,hypothetical protein,[10680:10821](+),46,NC_021776.1,"Vibrio phage vpms1, complete genome",39,39
ICP22011A_0064,AII27108.1,hypothetical protein,hypothetical protein,[46236:46575](+),112,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",39,39
vBVspPpVa5_0037,APC46061.1,phage DNA binding protein,hypothetical protein,[46132:46555](-),140,KX889068.2,"Vibrio phage pVa5, complete genome",39,39
VPR_062,AUG88426.1,hypothetical protein,hypothetical protein,[24567:24768](-),66,MG603697.1,"Vibrio phage Vp_R1, complete genome",39,39
VPMG_00099,YP_007676589.1,hypothetical protein,hypothetical protein,[67009:67438](-),142,NC_020868.1,Vibrio phage VBP32 genomic sequence,39,39
ACQ41_gp21,YP_009153047.1,outer capsid protein,outer capsid protein,[20436:21819](+),460,NC_027397.1,"Vibrio phage QH, complete genome",41,41
H1_0021,AIZ01468.1,outer capsid protein,outer capsid protein,[20441:21824](+),460,KM612261.1,"Vibrio phage H1, complete genome",41,41
ACQ42_gp21,YP_009152772.1,outer capsid protein,outer capsid protein,[20441:21824](+),460,NC_027393.1,"Vibrio phage J2, complete genome",41,41
VP5_gp20,YP_053021.1,hypothetical protein,outer capsid protein,[20434:21769](+),444,NC_005891.1,"Vibrio phage VP5, complete genome",41,41
CJY_0021,AIZ01420.1,outer capsid protein,outer capsid protein,[20441:21824](+),460,KM612260.1,"Vibrio phage CJY, complete genome",41,41
VP2p21,YP_024425.1,outer capsid protein,outer capsid protein,[20438:21821](+),460,NC_005879.1,"Vibrio phage VP2, complete genome",41,41
phiVC8_p21,YP_009140150.1,outer capsid protein,outer capsid protein,[20008:21322](+),437,NC_027118.1,"Vibrio phage phiVC8, complete genome",41,41
QD07_11,APU00148.1,hypothetical protein,Putative S-adenosyl-L-methionine hydrolase,[10301:10709](+),135,KY290756.1,"Vibrio phage Vp670, complete genome",42,42
VVP4_p01,YP_418235.1,Putative S-adenosyl-L-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[537:969](+),143,NC_007149.1,"Vibriophage VP4, complete genome",42,42
TU18-RWS_00005,ADX87495.1,putative S-adenosyl-L-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[525:957](+),143,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",42,42
ASU01134.1,ASU01134.1,putative S-adenosyl-L-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[5481:5913](+),143,MF574151.1,"Vibrio phage JSF25, complete genome",42,42
CHOED_084,YP_009021750.1,s-adenosyl-l-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[53150:53558](-),135,NC_023863.2,"Vibrio phage CHOED, complete genome",42,42
VpV262p06,NP_640267.1,hypothetical protein,Putative S-adenosyl-L-methionine hydrolase,[2565:2928](+),120,NC_003907.2,"Vibrio phage VpV262, complete genome",42,42
ViPhICP3_gp01,YP_004251244.1,S-adenosyl-L-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[514:946](+),143,NC_015159.1,"Vibrio phage ICP3, complete genome",42,42
AHC94046.1,AHC94046.1,hypothetical protein,Putative S-adenosyl-L-methionine hydrolase,[506:941](+),144,KF800937.1,"Vibrio phage AS51, complete genome",42,42
VN4_01,YP_003347901.1,putative S-adenosyl-L-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[508:940](+),143,NC_013651.1,"Vibrio phage N4, complete genome",42,42
RJ80_gp02,YP_009110714.1,hypothetical protein,Putative S-adenosyl-L-methionine hydrolase,[506:941](+),144,NC_025822.1,"Vibrio phage phi-A318, complete genome",42,42
VpV262p11,NP_640272.1,hypothetical protein,Putative S-adenosyl-L-methionine hydrolase,[5222:5540](+),105,NC_003907.2,"Vibrio phage VpV262, complete genome",42,42
PV_025,AHN84676.1,S-adenosyl-L-methionine hydrolase,Putative S-adenosyl-L-methionine hydrolase,[26706:27114](+),135,KJ502657.1,"Vibrio phage Vc1, complete genome",42,42
VP3_0044,AFH14444.1,tail fiber protein,tail fiber protein,[33313:35575](+),753,JQ780163.1,"Vibrio phage VP3, complete genome",44,44
ASU01127.1,ASU01127.1,tail fibers protein,tail fiber protein,[143:1592](+),482,MF574151.1,"Vibrio phage JSF25, complete genome",44,44
VVP4_p28,YP_249596.1,Tail fiber protein,tail fiber protein,[33315:35598](+),760,NC_007149.1,"Vibriophage VP4, complete genome",44,44
VN4_40,YP_003347940.1,tail fiber protein,tail fiber protein,[32889:34674](+),594,NC_013651.1,"Vibrio phage N4, complete genome",44,44
ViPhICP3_gp47,YP_004251290.1,tail fiber protein,tail fiber protein,[33496:35236](+),579,NC_015159.1,"Vibrio phage ICP3, complete genome",44,44
TU18-RWS_00205,ADX87533.1,tail fiber protein,tail fiber protein,[33376:35116](+),579,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",44,44
VPR_123,AUG88487.1,hypothetical protein,tail fiber protein,[84189:84909](+),239,MG603697.1,"Vibrio phage Vp_R1, complete genome",44,44
ASU01175.1,ASU01175.1,tail fibers protein,tail fiber protein,[38295:38520](+),74,MF574151.1,"Vibrio phage JSF25, complete genome",44,44
ACQ41_gp39,YP_009153065.1,hypothetical protein,hypothetical protein,[35555:36041](-),161,NC_027397.1,"Vibrio phage QH, complete genome",45,45
H1_0040,AIZ01487.1,hypothetical protein,hypothetical protein,[35676:36162](-),161,KM612261.1,"Vibrio phage H1, complete genome",45,45
phiVC8_p41,YP_009140170.1,hypothetical protein,hypothetical protein,[35489:35975](-),161,NC_027118.1,"Vibrio phage phiVC8, complete genome",45,45
CHOED_011,YP_009021677.1,hypothetical protein,hypothetical protein,[10126:10879](+),250,NC_023863.2,"Vibrio phage CHOED, complete genome",45,45
VP5_gp41,YP_053035.1,hypothetical protein,hypothetical protein,[35881:36316](-),144,NC_005891.1,"Vibrio phage VP5, complete genome",45,45
H1_0025,AIZ01472.1,hypothetical protein,hypothetical protein,[22827:23340](-),170,KM612261.1,"Vibrio phage H1, complete genome",46,46
VP5_gp24,YP_024983.1,hypothetical protein,hypothetical protein,[22772:23351](-),192,NC_005891.1,"Vibrio phage VP5, complete genome",46,46
phiVC8_p25,YP_009140154.1,metal dependent phosphohydrolase,hypothetical protein,[22304:22817](-),170,NC_027118.1,"Vibrio phage phiVC8, complete genome",46,46
VP5_gp23,YP_053023.1,hypothetical protein,hypothetical protein,[22649:22757](-),35,NC_005891.1,"Vibrio phage VP5, complete genome",46,46
ACQ41_gp24,YP_009153050.1,hypothetical protein,hypothetical protein,[22671:23184](-),170,NC_027397.1,"Vibrio phage QH, complete genome",46,46
CJY_0025,AIZ01424.1,hypothetical protein,hypothetical protein,[22827:23340](-),170,KM612260.1,"Vibrio phage CJY, complete genome",46,46
VP2p25,YP_024427.1,hydrolase,hypothetical protein,[23018:23402](-),127,NC_005879.1,"Vibrio phage VP2, complete genome",46,46
ACQ41_gp35,YP_009153061.1,hypothetical protein,hypothetical protein,[33439:33904](-),154,NC_027397.1,"Vibrio phage QH, complete genome",48,48
H3_0036,AIZ01579.1,hypothetical protein,hypothetical protein,[33566:34031](-),154,KM612263.1,"Vibrio phage H3, complete genome",48,48
VP2p34,YP_052993.1,hypothetical protein,hypothetical protein,[33574:34039](-),154,NC_005879.1,"Vibrio phage VP2, complete genome",48,48
phiVC8_p37,YP_009140166.1,hypothetical protein,hypothetical protein,[33380:33845](-),154,NC_027118.1,"Vibrio phage phiVC8, complete genome",48,48
VP5_gp35,YP_053029.1,hypothetical protein,hypothetical protein,[33523:33988](-),154,NC_005891.1,"Vibrio phage VP5, complete genome",48,48
H1_0036,AIZ01483.1,hypothetical protein,hypothetical protein,[33566:34031](-),154,KM612261.1,"Vibrio phage H1, complete genome",48,48
I904_gp27,YP_007518369.1,exonuclease,hypothetical protein,[28463:29087](-),207,NC_020488.1,"Vibrio phage VvAW1, complete genome",49,49
AVV30_gp064,YP_009198582.1,hypothetical protein,hypothetical protein,[28810:29419](+),202,NC_028799.1,"Vibrio phage phi 1, complete genome",49,49
pVco5_098,ARM71086.1,hypothetical protein,hypothetical protein,[40803:41430](+),208,KY612839.1,"Vibrio phage pVco-5, complete genome",49,49
APD18156.1,APD18156.1,thermosome-like protein,hypothetical protein,[29717:31901](-),727,KY065149.1,"Vibrio phage JSF7, complete genome",49,49
VPR_033,AUG88397.1,hypothetical protein,hypothetical protein,[12577:12973](-),131,MG603697.1,"Vibrio phage Vp_R1, complete genome",49,49
M612_gp60,YP_008126806.1,hypothetical protein,hypothetical protein,[28580:29189](+),202,NC_021540.1,"Vibrio phage JA-1, complete genome",49,49
TU12-16_00165,ADX87787.1,hypothetical protein,hypothetical protein,[30206:30800](+),197,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",49,crossmatch
ICP22011A_0036,AII27080.1,hypothetical protein,hypothetical protein,[30197:30791](+),197,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",49,crossmatch
ViPhICP2p36,YP_004251207.1,hypothetical protein,hypothetical protein,[31054:31648](+),197,NC_015158.1,"Vibrio phage ICP2, complete genome",49,crossmatch
LD36_gp36,YP_009056248.1,hypothetical protein,hypothetical protein,[31379:31973](+),197,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",49,crossmatch
vBVspPpVa5_0068,APC46024.1,hypothetical protein,hypothetical protein,[61929:63909](-),659,KX889068.2,"Vibrio phage pVa5, complete genome",50,50
AHC94063.1,AHC94063.1,hypothetical protein,hypothetical protein,[18289:18976](+),228,KF800937.1,"Vibrio phage AS51, complete genome",50,50
VPP93_gp24,YP_002875648.1,hypothetical protein,hypothetical protein,[16642:17227](+),194,NC_012662.1,"Vibrio phage VP93, complete genome",50,50
QD07_37,APU00174.1,phosphomevalonate kinase,hypothetical protein,[28864:29410](+),181,KY290756.1,"Vibrio phage Vp670, complete genome",50,50
PV_044,AHN84695.1,hypothetical protein,hypothetical protein,[43638:44196](+),185,KJ502657.1,"Vibrio phage Vc1, complete genome",50,50
VPP93_gp6,YP_002875630.1,hypothetical protein,hypothetical protein,[2451:4593](+),713,NC_012662.1,"Vibrio phage VP93, complete genome",50,50
VPR_143,AUG88507.1,hypothetical protein,hypothetical protein,[107368:107845](-),158,MG603697.1,"Vibrio phage Vp_R1, complete genome",50,50
TU12-16_00135,ADX87781.1,hypothetical protein,hypothetical protein,[27800:27947](+),48,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",52,52
ICP22011A_0029,AII27073.1,hypothetical protein,hypothetical protein,[27934:28165](+),76,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",52,52
vBVspPpVa5_0080,APC46118.1,hypothetical protein,hypothetical protein,[69339:69522](-),60,KX889068.2,"Vibrio phage pVa5, complete genome",52,52
LD36_gp28,YP_009056240.1,hypothetical protein,hypothetical protein,[28689:29097](+),135,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",52,52
VPR_041,AUG88405.1,hypothetical protein,hypothetical protein,[16950:17154](-),67,MG603697.1,"Vibrio phage Vp_R1, complete genome",52,52
VPP93_gp7,YP_002875631.1,putative peptidase,hypothetical protein,[4618:5521](+),300,NC_012662.1,"Vibrio phage VP93, complete genome",52,52
vBVspPpVa5_0055,APC46056.1,HNH homing endonuclease protein,HNH homing endonuclease protein,[55132:55615](-),160,KX889068.2,"Vibrio phage pVa5, complete genome",54,54
vBVspPpVa5_0073,APC46057.1,HNH homing endonuclease protein,HNH homing endonuclease protein,[65989:66472](-),160,KX889068.2,"Vibrio phage pVa5, complete genome",54,54
TU12-16_00230,ADX87800.1,hypothetical protein,HNH homing endonuclease protein,[40464:40974](+),169,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",54,54
VPMG_00018,YP_007676508.1,hypothetical protein,HNH homing endonuclease protein,[8334:8811](-),158,NC_020868.1,Vibrio phage VBP32 genomic sequence,54,54
vBVspPpVa5_0071,APC46046.1,HNH homing endonuclease protein,HNH homing endonuclease protein,[64565:65303](-),245,KX889068.2,"Vibrio phage pVa5, complete genome",54,54
I904_gp25,YP_007518367.1,hypothetical protein,HNH homing endonuclease protein,[27713:28298](-),194,NC_020488.1,"Vibrio phage VvAW1, complete genome",54,54
VP3_0010,AFH14410.1,putative RNA polymerase inhibitor,HNH homing endonuclease protein,[6964:7240](-),91,JQ780163.1,"Vibrio phage VP3, complete genome",54,54
ICP22011A_0051,AII27095.1,hypothetical protein,HNH homing endonuclease protein,[40575:40980](+),134,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",54,54
ViPhICP2p51,YP_004251222.1,hypothetical protein,HNH homing endonuclease protein,[41370:41820](+),149,NC_015158.1,"Vibrio phage ICP2, complete genome",54,54
APD18034.1,APD18034.1,hypothetical protein,hypothetical protein,[4880:5558](+),225,KY065148.1,"Vibrio phage JSF3, complete genome",55,55
pVco5_001,ARM70989.1,hypothetical protein,hypothetical protein,[9:696](-),228,KY612839.1,"Vibrio phage pVco-5, complete genome",55,55
vBVspPpVa5_0001,APC46050.1,N4 gp69 like protein,hypothetical protein,[85:781](+),231,KX889068.2,"Vibrio phage pVa5, complete genome",55,55
M612_gp35,YP_008126831.1,hypothetical protein,hypothetical protein,[63072:63750](-),225,NC_021540.1,"Vibrio phage JA-1, complete genome",55,55
VPR_104,AUG88468.1,hypothetical protein,hypothetical protein,[62426:62807](+),126,MG603697.1,"Vibrio phage Vp_R1, complete genome",55,55
VpV262p45,NP_640306.1,hypothetical protein,hypothetical protein,[22181:23057](-),291,NC_003907.2,"Vibrio phage VpV262, complete genome",55,55
VpV262p01,NP_640262.1,hypothetical protein,hypothetical protein,[1033:1558](+),174,NC_003907.2,"Vibrio phage VpV262, complete genome",55,55
AVV30_gp089,YP_009198607.1,hypothetical protein,hypothetical protein,[61261:61939](-),225,NC_028799.1,"Vibrio phage phi 1, complete genome",55,55
VPMG_00062,YP_007676552.1,hypothetical protein,hypothetical protein,[22994:23696](+),233,NC_020868.1,Vibrio phage VBP32 genomic sequence,55,55
VP3_008,AFH14408.1,hypothetical protein,hypothetical protein,[5942:6269](+),108,JQ780163.1,"Vibrio phage VP3, complete genome",56,56
VPR_096,AUG88460.1,hypothetical protein,hypothetical protein,[53949:54255](-),101,MG603697.1,"Vibrio phage Vp_R1, complete genome",56,56
VN4_05,YP_003347905.1,hypothetical protein,hypothetical protein,[5308:5635](+),108,NC_013651.1,"Vibrio phage N4, complete genome",56,56
ViPhICP3_gp09,YP_004251252.1,hypothetical protein,hypothetical protein,[5919:6246](+),108,NC_015159.1,"Vibrio phage ICP3, complete genome",56,56
TU18-21_00030,ADX87593.1,hypothetical protein,hypothetical protein,[5891:6218](+),108,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",56,56
ASU01139.1,ASU01139.1,hypothetical protein,hypothetical protein,[10857:11184](+),108,MF574151.1,"Vibrio phage JSF25, complete genome",56,56
VP3_003,AFH14403.1,hypothetical protein,hypothetical protein,[978:1167](+),62,JQ780163.1,"Vibrio phage VP3, complete genome",56,56
VPR_075,AUG88439.1,hypothetical protein,hypothetical protein,[34387:34621](-),77,MG603697.1,"Vibrio phage Vp_R1, complete genome",56,56
MS_021,YP_008239677.1,portal protein,major coat protein,[13601:15449](+),615,NC_021776.1,"Vibrio phage vpms1, complete genome",57,57
M612_gp44,YP_008126822.1,N4-gp56 family major capsid protein,major coat protein,[51013:52327](-),437,NC_021540.1,"Vibrio phage JA-1, complete genome",57,57
pVco5_117,ARM71106.1,major capsid protein,major coat protein,[63296:64613](-),438,KY612839.1,"Vibrio phage pVco-5, complete genome",57,57
vBVspPpVa5_0019,APC46031.1,major coat protein,major coat protein,[17804:19253](+),482,KX889068.2,"Vibrio phage pVa5, complete genome",57,57
vBVspPpVa5_0086,APC46093.1,hypothetical protein,major coat protein,[70639:70882](-),80,KX889068.2,"Vibrio phage pVa5, complete genome",57,57
AVV30_gp080,YP_009198598.1,major capsid protein,major coat protein,[50946:52260](-),437,NC_028799.1,"Vibrio phage phi 1, complete genome",57,57
VPMG_00078,YP_007676568.1,major coat protein,major coat protein,[39395:40844](+),482,NC_020868.1,Vibrio phage VBP32 genomic sequence,57,57
H1_0038,AIZ01485.1,hypothetical protein,hypothetical protein,[34439:34760](-),106,KM612261.1,"Vibrio phage H1, complete genome",59,59
VP5_gp37,YP_053031.1,hypothetical protein,hypothetical protein,[34396:34723](-),108,NC_005891.1,"Vibrio phage VP5, complete genome",59,59
phiVC8_p39,YP_009140168.1,hypothetical protein,hypothetical protein,[34253:34613](-),119,NC_027118.1,"Vibrio phage phiVC8, complete genome",59,59
VP2p36,YP_052995.1,hypothetical protein,hypothetical protein,[34447:34954](-),168,NC_005879.1,"Vibrio phage VP2, complete genome",59,59
ACQ41_gp37,YP_009153063.1,hypothetical protein,hypothetical protein,[34312:34639](-),108,NC_027397.1,"Vibrio phage QH, complete genome",59,59
VP5_gp17,YP_053019.1,hypothetical protein,hypothetical protein,[15833:17006](+),390,NC_005891.1,"Vibrio phage VP5, complete genome",62,62
H1_0018,AIZ01465.1,hypothetical protein,hypothetical protein,[15840:17013](+),390,KM612261.1,"Vibrio phage H1, complete genome",62,62
phiVC8_p18,YP_009140147.1,hypothetical protein,hypothetical protein,[15429:16602](+),390,NC_027118.1,"Vibrio phage phiVC8, complete genome",62,62
VP2p18,YP_052986.1,hypothetical protein,hypothetical protein,[15837:17010](+),390,NC_005879.1,"Vibrio phage VP2, complete genome",62,62
ACQ41_gp18,YP_009153044.1,hypothetical protein,hypothetical protein,[15835:17008](+),390,NC_027397.1,"Vibrio phage QH, complete genome",62,62
VVP4_p14,YP_249585.1,endonuclease I,endonuclease I,[16653:17106](+),150,NC_007149.1,"Vibriophage VP4, complete genome",65,65
ICP22011A_0061,AII27105.1,putative endonuclease,endonuclease I,[44874:45312](+),145,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",65,65
TU18-RWS_00125,ADX87517.1,endonuclease I,endonuclease I,[16687:17140](+),150,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",65,65
APD18067.1,APD18067.1,hypothetical protein,endonuclease I,[45322:45505](-),60,KY065148.1,"Vibrio phage JSF3, complete genome",65,65
TU12-16_00275,ADX87808.1,endonuclease I,endonuclease I,[44829:45306](+),158,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",65,65
CHOED_070,YP_009021736.1,hypothetical protein,endonuclease I,[43999:44218](-),72,NC_023863.2,"Vibrio phage CHOED, complete genome",65,65
VN4_25,YP_003347925.1,endonuclease,endonuclease I,[16183:16636](+),150,NC_013651.1,"Vibrio phage N4, complete genome",65,65
ViPhICP2p62,YP_004251233.1,putative endonuclease,endonuclease I,[45713:46151](+),145,NC_015158.1,"Vibrio phage ICP2, complete genome",65,65
ASU01159.1,ASU01159.1,endonuclease,endonuclease I,[21610:22063](+),150,MF574151.1,"Vibrio phage JSF25, complete genome",65,65
VP5_gp30,YP_053025.1,hypothetical protein,hypothetical protein,[29351:30251](-),299,NC_005891.1,"Vibrio phage VP5, complete genome",67,67
ACQ41_gp30,YP_009153056.1,hypothetical protein,hypothetical protein,[29250:30060](-),269,NC_027397.1,"Vibrio phage QH, complete genome",67,67
VP2p30,YP_052990.1,hypothetical protein,hypothetical protein,[29402:30212](-),269,NC_005879.1,"Vibrio phage VP2, complete genome",67,67
H3_0031,AIZ01574.1,hypothetical protein,hypothetical protein,[29406:30216](-),269,KM612263.1,"Vibrio phage H3, complete genome",67,67
CJY_0031,AIZ01430.1,hypothetical protein,hypothetical protein,[29406:30216](-),269,KM612260.1,"Vibrio phage CJY, complete genome",67,67
ACQ42_gp31,YP_009152782.1,hypothetical protein,hypothetical protein,[29406:30216](-),269,NC_027393.1,"Vibrio phage J2, complete genome",67,67
H1_0031,AIZ01478.1,hypothetical protein,hypothetical protein,[29406:30216](-),269,KM612261.1,"Vibrio phage H1, complete genome",67,67
phiVC8_p32,YP_009140161.1,hypothetical protein,hypothetical protein,[29252:30068](-),271,NC_027118.1,"Vibrio phage phiVC8, complete genome",67,67
VP2p10,YP_052981.1,hypothetical protein,hypothetical protein,[7324:8173](+),282,NC_005879.1,"Vibrio phage VP2, complete genome",69,69
phiVC8_p10,YP_009140139.1,hypothetical protein,hypothetical protein,[6925:7774](+),282,NC_027118.1,"Vibrio phage phiVC8, complete genome",69,69
ACQ41_gp10,YP_009153036.1,hypothetical protein,hypothetical protein,[7325:8174](+),282,NC_027397.1,"Vibrio phage QH, complete genome",69,69
VP5_gp09,YP_053013.1,hypothetical protein,hypothetical protein,[7323:8172](+),282,NC_005891.1,"Vibrio phage VP5, complete genome",69,69
H1_0010,AIZ01457.1,hypothetical protein,hypothetical protein,[7327:8176](+),282,KM612261.1,"Vibrio phage H1, complete genome",69,69
VCO139_0061,AGI61888.1,hypothetical protein,hypothetical protein,[52032:53124](-),363,KC438283.1,"Vibrio phage VCO139, complete genome",74,74
VPMG_00077,YP_007676567.1,hypothetical protein,hypothetical protein,[38233:39379](+),381,NC_020868.1,Vibrio phage VBP32 genomic sequence,74,74
vBVspPpVa5_0018,APC46034.1,tape measure protein,hypothetical protein,[16677:17793](+),371,KX889068.2,"Vibrio phage pVa5, complete genome",74,74
VPR_129,AUG88493.1,hypothetical protein,hypothetical protein,[91033:91453](+),139,MG603697.1,"Vibrio phage Vp_R1, complete genome",74,74
APD18042.1,APD18042.1,hypothetical protein,hypothetical protein,[15199:16291](+),363,KY065148.1,"Vibrio phage JSF3, complete genome",74,74
AVV30_gp081,YP_009198599.1,hypothetical protein,hypothetical protein,[52272:53367](-),364,NC_028799.1,"Vibrio phage phi 1, complete genome",74,74
M612_gp43,YP_008126823.1,hypothetical protein,hypothetical protein,[52339:53431](-),363,NC_021540.1,"Vibrio phage JA-1, complete genome",74,74
pVco5_118,ARM71107.1,hypothetical protein,hypothetical protein,[64632:65760](-),375,KY612839.1,"Vibrio phage pVco-5, complete genome",74,74
VPR_110,AUG88474.1,hypothetical protein,hypothetical protein,[68593:69694](+),366,MG603697.1,"Vibrio phage Vp_R1, complete genome",74,nomrg
VPR_101,AUG88465.1,hypothetical protein,AAA domain protein,[58272:58524](-),83,MG603697.1,"Vibrio phage Vp_R1, complete genome",76,76
VPMG_00089,YP_007676579.1,hypothetical protein,AAA domain protein,[57762:58491](-),242,NC_020868.1,Vibrio phage VBP32 genomic sequence,76,76
AVV30_gp069,YP_009198587.1,AAA domain protein,AAA domain protein,[33398:34136](+),245,NC_028799.1,"Vibrio phage phi 1, complete genome",76,76
M612_gp53,YP_008126813.1,AAA domain protein,AAA domain protein,[34215:34953](+),245,NC_021540.1,"Vibrio phage JA-1, complete genome",76,76
vBVspPpVa5_0029,APC46048.1,N4 gp44 protein,AAA domain protein,[36116:36842](-),241,KX889068.2,"Vibrio phage pVa5, complete genome",76,76
pVco5_103,ARM71091.1,AAA domain protein,AAA domain protein,[45384:46119](+),244,KY612839.1,"Vibrio phage pVco-5, complete genome",76,76
VPNG_00058,YP_007674153.1,hypothetical protein,hypothetical protein,[49400:49700](-),99,NC_020848.1,Vibrio phage VBP47 genomic sequence,78,78
VPR_026,AUG88390.1,hypothetical protein,hypothetical protein,[10446:10719](-),90,MG603697.1,"Vibrio phage Vp_R1, complete genome",78,78
VPMG_00071,YP_007676561.1,hypothetical protein,hypothetical protein,[33725:34025](+),99,NC_020868.1,Vibrio phage VBP32 genomic sequence,78,78
LD36_gp05,YP_009056217.1,hypothetical protein,hypothetical protein,[1506:3468](-),653,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",78,78
CHOED_018,YP_009021684.1,hypothetical protein,hypothetical protein,[18578:18851](+),90,NC_023863.2,"Vibrio phage CHOED, complete genome",78,78
ICP22011A_005,AII27049.1,hypothetical protein,hypothetical protein,[1418:3401](-),660,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",78,78
VpV262p46,NP_640307.1,hypothetical protein,hypothetical protein,[22992:24828](-),611,NC_003907.2,"Vibrio phage VpV262, complete genome",78,78
TU12-16_00020,ADX87758.1,hypothetical protein,hypothetical protein,[1420:3376](-),651,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",78,78
APD18037.1,APD18037.1,PE_PGRS family protein,putative phage minor structural protein,[8853:11280](+),808,KY065148.1,"Vibrio phage JSF3, complete genome",79,79
pVco5_122,ARM71111.1,hypothetical protein,putative phage minor structural protein,[68628:71901](-),1090,KY612839.1,"Vibrio phage pVco-5, complete genome",79,79
vBVspPpVa5_0005,APC46021.1,hypothetical protein,putative phage minor structural protein,[3013:5329](+),771,KX889068.2,"Vibrio phage pVa5, complete genome",79,79
M612_gp38,YP_008126828.1,putative phage minor structural protein,putative phage minor structural protein,[57350:59777](-),808,NC_021540.1,"Vibrio phage JA-1, complete genome",79,79
AVV30_gp086,YP_009198604.1,hypothetical protein,putative phage minor structural protein,[57312:58980](-),555,NC_028799.1,"Vibrio phage phi 1, complete genome",79,79
VCO139_0066,AGK85680.1,putative phage minor structural protein,putative phage minor structural protein,[57043:59470](-),808,KC438283.1,"Vibrio phage VCO139, complete genome",79,79
AVV30_gp053,YP_009198571.1,hypothetical protein,hypothetical protein,[19958:20843](+),294,NC_028799.1,"Vibrio phage phi 1, complete genome",81,81
pVco5_087,ARM71075.1,hypothetical protein,hypothetical protein,[32520:32913](+),130,KY612839.1,"Vibrio phage pVco-5, complete genome",81,81
