prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
AVU32_gp387,YP_009201490.1,hypothetical protein,hypothetical protein,[246371:246620](-),82,NC_028829.1,"Vibrio phage ValKK3, complete genome",465,465
KVP40.0250,NP_899496.1,hypothetical protein,hypothetical protein,[128974:129223](+),82,NC_005083.2,"Vibrio phage KVP40, complete genome",465,465
CF80_gp148,YP_009006222.1,hypothetical protein,hypothetical protein,[68694:68943](+),82,NC_023568.1,"Vibrio phage VH7D, complete genome",465,465
VPFG_00306,YP_008125454.1,hypothetical protein,hypothetical protein,[50619:50868](+),82,NC_021529.2,"Vibrio phage nt-1, complete genome",465,465
KVP40.0227,NP_899473.1,hypothetical protein,hypothetical protein,[119331:120069](+),245,NC_005083.2,"Vibrio phage KVP40, complete genome",247,247
VPFG_00288,YP_008125436.1,hypothetical protein,hypothetical protein,[42593:43328](+),244,NC_021529.2,"Vibrio phage nt-1, complete genome",247,247
AVU32_gp017,YP_009201120.1,hypothetical protein,hypothetical protein,[6509:7244](-),244,NC_028829.1,"Vibrio phage ValKK3, complete genome",247,247
pp2_224,AFN37457.1,hypothetical protein,hypothetical protein,[119271:120009](+),245,JN849462.1,"Vibriophage phi-pp2, complete genome",247,247
APD17908.1,APD17908.1,hypothetical protein,hypothetical protein,[69983:70121](-),45,KY065147.1,"Vibrio phage JSF4, complete genome",247,247
phiST2_0105,ALP47423.1,hypothetical protein,hypothetical protein,[47283:48018](+),244,KT919973.1,"Vibrio phage phi-ST2, complete genome",247,247
CF80_gp127,YP_009006201.1,hypothetical protein,hypothetical protein,[59978:60713](+),244,NC_023568.1,"Vibrio phage VH7D, complete genome",247,247
pp2_180,AFN37413.1,hypothetical protein,hypothetical protein,[103516:103747](+),76,JN849462.1,"Vibriophage phi-pp2, complete genome",267,267
CF80_gp073,YP_009006147.1,hypothetical protein,hypothetical protein,[39351:39474](+),40,NC_023568.1,"Vibrio phage VH7D, complete genome",267,267
AVU32_gp071,YP_009201174.1,hypothetical protein,hypothetical protein,[27062:27284](-),73,NC_028829.1,"Vibrio phage ValKK3, complete genome",267,267
phiGrn1_0300,ALP47334.1,hypothetical protein,hypothetical protein,[214785:214908](+),40,KT919972.1,"Vibrio phage phi-Grn1, complete genome",267,267
KVP40.0183,NP_899429.1,hypothetical protein,hypothetical protein,[103012:103261](+),82,NC_005083.2,"Vibrio phage KVP40, complete genome",267,267
AVU32_gp187,YP_009201290.1,hypothetical protein,hypothetical protein,[90531:90828](-),98,NC_028829.1,"Vibrio phage ValKK3, complete genome",267,267
VPFG_00242,YP_008125390.1,hypothetical protein,hypothetical protein,[25452:25644](+),63,NC_021529.2,"Vibrio phage nt-1, complete genome",267,267
phiST2_0056,ALP47665.1,hypothetical protein,hypothetical protein,[27066:27288](+),73,KT919973.1,"Vibrio phage phi-ST2, complete genome",267,267
KVP40.0044,NP_899292.1,hypothetical protein,hypothetical protein,[24008:24191](+),60,NC_005083.2,"Vibrio phage KVP40, complete genome",267,crossmatch
KVP40.0352,NP_899598.1,tail sheath stabilizer and completion protein,tail sheath stabilizer and completion protein,[213667:215020](+),450,NC_005083.2,"Vibrio phage KVP40, complete genome",294,294
pp2_352,AFN37584.1,tail sheath stabilizer and completion protein,tail sheath stabilizer and completion protein,[215592:216726](+),377,JN849462.1,"Vibriophage phi-pp2, complete genome",294,294
phiST2_0218,ALP47383.1,tail assembly protein,tail sheath stabilizer and completion protein,[138025:139087](+),353,KT919973.1,"Vibrio phage phi-ST2, complete genome",294,294
AVU32_gp292,YP_009201395.1,tail sheath stabilizer and completion protein,tail sheath stabilizer and completion protein,[162275:163235](-),319,NC_028829.1,"Vibrio phage ValKK3, complete genome",294,294
VPFG_00017,YP_008125174.2,tail sheath stabilizer and completion protein,tail sheath stabilizer and completion protein,[134243:135380](+),378,NC_021529.2,"Vibrio phage nt-1, complete genome",294,294
phiGrn1_0086,ALP47013.1,tail assembly protein,tail sheath stabilizer and completion protein,[78343:79303](+),319,KT919972.1,"Vibrio phage phi-Grn1, complete genome",294,294
CF80_gp206,YP_009006280.1,tail connector protein,tail sheath stabilizer and completion protein,[150440:151400](+),319,NC_023568.1,"Vibrio phage VH7D, complete genome",294,294
CF80_gp052,YP_009006126.1,hypothetical protein,nicotinate-nucleotide adenylyltransferase,[30626:31253](+),208,NC_023568.1,"Vibrio phage VH7D, complete genome",362,362
phiST2_0035,ALP47470.1,nicotinate nucleotide adenylyltransferase,nicotinate-nucleotide adenylyltransferase,[18964:19501](+),178,KT919973.1,"Vibrio phage phi-ST2, complete genome",362,362
VPFG_00213,YP_008125362.1,hypothetical protein,nicotinate-nucleotide adenylyltransferase,[14921:15545](+),207,NC_021529.2,"Vibrio phage nt-1, complete genome",362,362
phiGrn1_0276,ALP47090.1,putative nicotinate-nucleotide adenylyltransferase,nicotinate-nucleotide adenylyltransferase,[204978:205515](+),178,KT919972.1,"Vibrio phage phi-Grn1, complete genome",362,362
AVU32_gp097,YP_009201200.1,nicotinate-nucleotide adenylyltransferase,nicotinate-nucleotide adenylyltransferase,[35617:36244](-),208,NC_028829.1,"Vibrio phage ValKK3, complete genome",362,362
KVP40.0164,NP_899410.1,hypothetical protein,nicotinate-nucleotide adenylyltransferase,[95838:96465](+),208,NC_005083.2,"Vibrio phage KVP40, complete genome",362,362
AVU32_gp004,YP_009201107.1,hypothetical protein,hypothetical protein,[1469:1706](-),78,NC_028829.1,"Vibrio phage ValKK3, complete genome",496,496
CF80_gp140,YP_009006214.1,hypothetical protein,hypothetical protein,[65501:65753](+),83,NC_023568.1,"Vibrio phage VH7D, complete genome",496,496
VPFG_00298,YP_008125446.2,hypothetical protein,hypothetical protein,[47508:47745](+),78,NC_021529.2,"Vibrio phage nt-1, complete genome",496,496
KVP40.0242,NP_899488.1,hypothetical protein,hypothetical protein,[125929:126076](+),48,NC_005083.2,"Vibrio phage KVP40, complete genome",496,496
pp2_237,AFN37470.1,hypothetical protein,hypothetical protein,[125249:125396](+),48,JN849462.1,"Vibriophage phi-pp2, complete genome",496,496
phiST2_0118,ALP47645.1,hypothetical protein,hypothetical protein,[52818:53061](+),80,KT919973.1,"Vibrio phage phi-ST2, complete genome",496,496
AKU42626.1,AKU42626.1,putative GTP-binding protein,hypothetical protein,[33539:33923](+),127,KT160311.1,"Vibrio phage H188, complete genome",261,261
pp2_150,AFN37383.1,hypothetical protein,hypothetical protein,[90559:90934](+),124,JN849462.1,"Vibriophage phi-pp2, complete genome",261,261
VPFG_00202,YP_008125351.1,hypothetical protein,hypothetical protein,[8336:8711](+),124,NC_021529.2,"Vibrio phage nt-1, complete genome",261,261
KVP40.0155,NP_899401.1,hypothetical protein,hypothetical protein,[90316:90688](+),123,NC_005083.2,"Vibrio phage KVP40, complete genome",261,261
AVU32_gp107,YP_009201210.1,hypothetical protein,hypothetical protein,[41710:42085](-),124,NC_028829.1,"Vibrio phage ValKK3, complete genome",261,261
pp2_033,AFN37267.1,hypothetical protein,hypothetical protein,[19480:19771](+),96,JN849462.1,"Vibriophage phi-pp2, complete genome",443,443
KVP40.0034,NP_899282.1,hypothetical protein,hypothetical protein,[19460:19775](+),104,NC_005083.2,"Vibrio phage KVP40, complete genome",443,443
CF80_gp254,YP_009006328.1,hypothetical protein,hypothetical protein,[198885:199176](+),96,NC_023568.1,"Vibrio phage VH7D, complete genome",443,443
VPFG_00081,YP_008125232.1,hypothetical protein,hypothetical protein,[183979:184270](+),96,NC_021529.2,"Vibrio phage nt-1, complete genome",443,443
phiGrn1_0149,ALP47215.1,hypothetical protein,hypothetical protein,[127476:127767](+),96,KT919972.1,"Vibrio phage phi-Grn1, complete genome",443,443
CF80_gp121,YP_009006195.1,hypothetical protein,hypothetical protein,[58375:58591](+),71,NC_023568.1,"Vibrio phage VH7D, complete genome",467,467
VPFG_00282,YP_008125430.1,hypothetical protein,hypothetical protein,[40800:41028](+),75,NC_021529.2,"Vibrio phage nt-1, complete genome",467,467
AVU32_gp023,YP_009201126.1,hypothetical protein,hypothetical protein,[8629:8845](-),71,NC_028829.1,"Vibrio phage ValKK3, complete genome",467,467
KVP40.0221,NP_899467.1,hypothetical protein,hypothetical protein,[117734:117953](+),72,NC_005083.2,"Vibrio phage KVP40, complete genome",467,467
phiST2_0099,ALP47667.1,hypothetical protein,hypothetical protein,[45675:45891](+),71,KT919973.1,"Vibrio phage phi-ST2, complete genome",467,467
pp2_218,AFN37451.1,hypothetical protein,hypothetical protein,[117677:117893](+),71,JN849462.1,"Vibriophage phi-pp2, complete genome",467,467
ASR73822.1,ASR73822.1,hypothetical protein,hypothetical protein,[2893:3160](+),88,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",230,230
CF80_gp085,YP_009006159.1,hypothetical protein,hypothetical protein,[43814:44162](+),115,NC_023568.1,"Vibrio phage VH7D, complete genome",230,230
KVP40.0192,NP_899438.1,hypothetical protein,hypothetical protein,[106162:106513](+),116,NC_005083.2,"Vibrio phage KVP40, complete genome",230,230
VPFG_00251,YP_008125399.1,hypothetical protein,hypothetical protein,[27861:28197](+),111,NC_021529.2,"Vibrio phage nt-1, complete genome",230,230
pp2_190,AFN37423.1,hypothetical protein,hypothetical protein,[106648:106999](+),116,JN849462.1,"Vibriophage phi-pp2, complete genome",230,230
phiST2_0296,ALP47689.1,hypothetical protein,hypothetical protein,[195605:195794](+),62,KT919973.1,"Vibrio phage phi-ST2, complete genome",575,575
CF80_gp271,YP_009006345.1,hypothetical protein,hypothetical protein,[207513:207678](+),54,NC_023568.1,"Vibrio phage VH7D, complete genome",575,575
VPFG_00099,YP_008125250.1,hypothetical protein,hypothetical protein,[192818:193034](+),71,NC_021529.2,"Vibrio phage nt-1, complete genome",575,575
AVU32_gp211,YP_009201314.1,hypothetical protein,hypothetical protein,[106020:106209](-),62,NC_028829.1,"Vibrio phage ValKK3, complete genome",575,575
phiGrn1_0165,ALP47309.1,hypothetical protein,hypothetical protein,[135439:135628](+),62,KT919972.1,"Vibrio phage phi-Grn1, complete genome",575,575
KVP40.0052,NP_899300.1,hypothetical protein,hypothetical protein,[28078:28267](+),62,NC_005083.2,"Vibrio phage KVP40, complete genome",575,575
pp2_334,AFN37566.1,hypothetical protein,hypothetical protein,[192929:194201](+),423,JN849462.1,"Vibriophage phi-pp2, complete genome",279,279
VPFG_00388,YP_008125534.1,hypothetical protein,hypothetical protein,[111386:112658](+),423,NC_021529.2,"Vibrio phage nt-1, complete genome",279,279
CF80_gp190,YP_009006264.1,hypothetical protein,hypothetical protein,[127979:129251](+),423,NC_023568.1,"Vibrio phage VH7D, complete genome",279,279
AKU42592.1,AKU42592.1,hypothetical protein,hypothetical protein,[8072:8234](-),53,KT160311.1,"Vibrio phage H188, complete genome",279,279
KVP40.0334,NP_899580.1,hypothetical protein,hypothetical protein,[191225:192497](+),423,NC_005083.2,"Vibrio phage KVP40, complete genome",279,279
AVU32_gp310,YP_009201413.1,hypothetical protein,hypothetical protein,[184425:185697](-),423,NC_028829.1,"Vibrio phage ValKK3, complete genome",279,279
phiST2_0338,ALP47402.1,3'-phosphatase 5'-polynucleotide kinase,polynucleotide kinase,[223909:224827](+),305,KT919973.1,"Vibrio phage phi-ST2, complete genome",242,242
ASR73816.1,ASR73816.1,hypothetical protein,polynucleotide kinase,[1362:1869](+),168,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",242,242
CF80_gp311,YP_009006385.1,polynucleotide kinase,polynucleotide kinase,[235798:236716](+),305,NC_023568.1,"Vibrio phage VH7D, complete genome",242,242
KVP40.0090,NP_899338.1,polynucleotide kinase,polynucleotide kinase,[55199:56117](+),305,NC_005083.2,"Vibrio phage KVP40, complete genome",242,242
AVU32_gp170,YP_009201273.1,polynucleotide kinase,polynucleotide kinase,[77651:78569](-),305,NC_028829.1,"Vibrio phage ValKK3, complete genome",242,242
VPFG_00138,YP_008125289.1,PseT polynucleotide 5'-kinase and 3'-phosphatase,polynucleotide kinase,[220651:221557](+),301,NC_021529.2,"Vibrio phage nt-1, complete genome",242,242
KVP40.0105,NP_899353.1,hypothetical protein,hypothetical protein,[63847:64240](+),130,NC_005083.2,"Vibrio phage KVP40, complete genome",461,461
phiST2_0351,ALP47538.1,hypothetical protein,hypothetical protein,[232283:232676](+),130,KT919973.1,"Vibrio phage phi-ST2, complete genome",461,461
VPFG_00152,YP_008125303.1,hypothetical protein,hypothetical protein,[229033:229426](+),130,NC_021529.2,"Vibrio phage nt-1, complete genome",461,461
CF80_gp323,YP_009006397.1,hypothetical protein,hypothetical protein,[244176:244569](+),130,NC_023568.1,"Vibrio phage VH7D, complete genome",461,461
AVU32_gp156,YP_009201259.1,hypothetical protein,hypothetical protein,[69803:70196](-),130,NC_028829.1,"Vibrio phage ValKK3, complete genome",461,461
CF80_gp157,YP_009006231.1,hypothetical protein,hypothetical protein,[75405:75666](+),86,NC_023568.1,"Vibrio phage VH7D, complete genome",485,485
KVP40.0269,NP_899515.1,hypothetical protein,hypothetical protein,[141999:142260](+),86,NC_005083.2,"Vibrio phage KVP40, complete genome",485,485
phiST2_0135,ALP47630.1,hypothetical protein,hypothetical protein,[62708:62969](+),86,KT919973.1,"Vibrio phage phi-ST2, complete genome",485,485
AVU32_gp378,YP_009201481.1,hypothetical protein,hypothetical protein,[239646:239907](-),86,NC_028829.1,"Vibrio phage ValKK3, complete genome",485,485
VPFG_00315,YP_008125462.2,hypothetical protein,hypothetical protein,[57562:57856](+),97,NC_021529.2,"Vibrio phage nt-1, complete genome",485,485
phiST2_0029,ALP47419.1,hypothetical protein,hypothetical protein,[15327:16089](+),253,KT919973.1,"Vibrio phage phi-ST2, complete genome",245,245
CF80_gp046,YP_009006120.1,hypothetical protein,hypothetical protein,[27079:27841](+),253,NC_023568.1,"Vibrio phage VH7D, complete genome",245,245
KVP40.0159,NP_899405.1,hypothetical protein,hypothetical protein,[92616:93378](+),253,NC_005083.2,"Vibrio phage KVP40, complete genome",245,245
ASR73832.1,ASR73832.1,ATP-grasp enzyme,hypothetical protein,[10258:11413](+),384,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",245,245
pp2_154,AFN37387.1,hypothetical protein,hypothetical protein,[92862:93624](+),253,JN849462.1,"Vibriophage phi-pp2, complete genome",245,245
VPFG_00206,YP_008125355.1,hypothetical protein,hypothetical protein,[10607:11369](+),253,NC_021529.2,"Vibrio phage nt-1, complete genome",245,245
CF80_gp256,YP_009006330.1,hypothetical protein,hypothetical protein,[199495:199792](+),98,NC_023568.1,"Vibrio phage VH7D, complete genome",410,410
AVU32_gp225,YP_009201328.1,hypothetical protein,hypothetical protein,[113198:113492](-),97,NC_028829.1,"Vibrio phage ValKK3, complete genome",410,410
pp2_035,AFN37269.1,hypothetical protein,hypothetical protein,[20088:20385](+),98,JN849462.1,"Vibriophage phi-pp2, complete genome",410,410
KVP40.0036,NP_899284.1,hypothetical protein,hypothetical protein,[20092:20389](+),98,NC_005083.2,"Vibrio phage KVP40, complete genome",410,410
VPFG_00083,YP_008125234.1,hypothetical protein,hypothetical protein,[184590:184887](+),98,NC_021529.2,"Vibrio phage nt-1, complete genome",410,410
CF80_gp202,YP_009006276.1,short tail fiber protein,short tail fiber protein,[145138:146566](+),475,NC_023568.1,"Vibrio phage VH7D, complete genome",16,16
VPFG_00012,YP_008125169.1,short tail fibers,short tail fiber protein,[127488:129027](+),512,NC_021529.2,"Vibrio phage nt-1, complete genome",16,16
phiST2_0214,ALP47367.1,tail fiber protein,short tail fiber protein,[132823:134251](+),475,KT919973.1,"Vibrio phage phi-ST2, complete genome",16,16
phiST2_0213,ALP47360.1,straight tail fiber,short tail fiber protein,[131288:132827](+),512,KT919973.1,"Vibrio phage phi-ST2, complete genome",16,16
phiGrn1_0082,ALP46984.1,putative minor structural protein,short tail fiber protein,[73040:74468](+),475,KT919972.1,"Vibrio phage phi-Grn1, complete genome",16,16
pp2_347,AFN37579.1,hypothetical protein,short tail fiber protein,[208655:210194](+),512,JN849462.1,"Vibriophage phi-pp2, complete genome",16,16
phiGrn1_0081,ALP46985.1,short tail fibers protein,short tail fiber protein,[71619:73044](+),474,KT919972.1,"Vibrio phage phi-Grn1, complete genome",16,16
pp2_348,AFN37580.1,hypothetical protein,short tail fiber protein,[210190:211612](+),473,JN849462.1,"Vibriophage phi-pp2, complete genome",16,16
CF80_gp201,YP_009006275.1,hypothetical protein,short tail fiber protein,[143603:145142](+),512,NC_023568.1,"Vibrio phage VH7D, complete genome",16,16
KVP40.0347,NP_899593.1,gp12,short tail fiber protein,[206949:208488](+),512,NC_005083.2,"Vibrio phage KVP40, complete genome",16,16
VPFG_00013,YP_008125170.1,short tail fibers,short tail fiber protein,[129023:130445](+),473,NC_021529.2,"Vibrio phage nt-1, complete genome",16,16
KVP40.0348,NP_899594.1,gp12,short tail fiber protein,[208484:209906](+),473,NC_005083.2,"Vibrio phage KVP40, complete genome",16,16
CF80_gp199,YP_009006273.1,baseplate structural protein,short tail fiber protein,[140671:142918](+),748,NC_023568.1,"Vibrio phage VH7D, complete genome",16,nomrg
pp2_345,AFN37577.1,baseplate wedge subunit and tail pin,short tail fiber protein,[205723:207970](+),748,JN849462.1,"Vibriophage phi-pp2, complete genome",16,nomrg
VPFG_00010,YP_008125167.1,baseplate wedge subunit and tail pin,short tail fiber protein,[124556:126803](+),748,NC_021529.2,"Vibrio phage nt-1, complete genome",16,nomrg
AVU32_gp262,YP_009201365.1,long tail fiber proximal subunit,short tail fiber protein,[134476:138160](+),1227,NC_028829.1,"Vibrio phage ValKK3, complete genome",16,crossmatch
phiST2_0211,ALP47343.1,baseplate wedge subunit and tail pin,short tail fiber protein,[128356:130603](+),748,KT919973.1,"Vibrio phage phi-ST2, complete genome",16,nomrg
phiGrn1_0115,ALP46958.1,straight tail fiber,short tail fiber protein,[104213:107897](-),1227,KT919972.1,"Vibrio phage phi-Grn1, complete genome",16,crossmatch
VPFG_00047,YP_008125201.1,long tail fiber proximal subunit,short tail fiber protein,[160511:164252](-),1246,NC_021529.2,"Vibrio phage nt-1, complete genome",16,crossmatch
KVP40.0345,NP_899591.1,baseplate wedge subunit and tail pin,short tail fiber protein,[204017:206264](+),748,NC_005083.2,"Vibrio phage KVP40, complete genome",16,nomrg
phiST2_0246,ALP47338.1,short tail fiber protein,short tail fiber protein,[163716:167424](-),1235,KT919973.1,"Vibrio phage phi-ST2, complete genome",16,crossmatch
phiST2_0182,ALP47710.1,hypothetical protein,hypothetical protein,[101693:101834](-),46,KT919973.1,"Vibrio phage phi-ST2, complete genome",254,254
CF80_gp086,YP_009006160.1,hypothetical protein,hypothetical protein,[44158:44482](+),107,NC_023568.1,"Vibrio phage VH7D, complete genome",254,254
AVU32_gp058,YP_009201161.1,hypothetical protein,hypothetical protein,[22519:22843](-),107,NC_028829.1,"Vibrio phage ValKK3, complete genome",254,254
KVP40.0193,NP_899439.1,hypothetical protein,hypothetical protein,[106476:106833](+),118,NC_005083.2,"Vibrio phage KVP40, complete genome",254,254
pp2_191,AFN37424.1,hypothetical protein,hypothetical protein,[106995:107319](+),107,JN849462.1,"Vibriophage phi-pp2, complete genome",254,254
phiGrn1_0312,ALP47188.1,hypothetical protein,hypothetical protein,[219554:219878](+),107,KT919972.1,"Vibrio phage phi-Grn1, complete genome",254,254
phiST2_0068,ALP47576.1,hypothetical protein,hypothetical protein,[32103:32427](+),107,KT919973.1,"Vibrio phage phi-ST2, complete genome",254,254
VPFG_00252,YP_008125400.2,hypothetical protein,hypothetical protein,[28193:28517](+),107,NC_021529.2,"Vibrio phage nt-1, complete genome",254,254
VPHG_00200,YP_007673682.1,hypothetical protein,hypothetical protein,[124540:126400](+),619,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,254,254
ViPhICP1_gp177,YP_004251118.1,putative exodeoxyribonuclease,hypothetical protein,[96170:97730](+),519,NC_015157.1,"Vibrio phage ICP1, complete genome",254,<5fil
ASR73849.1,ASR73849.1,exonuclease,hypothetical protein,[20891:21740](+),282,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",254,<5fil
TUST1-191_00865,ADX88219.1,putative exodeoxyribonuclease,hypothetical protein,[95701:97261](+),519,HQ641348.1,"Vibrio phage ICP1_2006_D, complete genome",254,<5fil
pp2_206,AFN37439.1,hypothetical protein,hypothetical protein,[112967:113192](+),74,JN849462.1,"Vibriophage phi-pp2, complete genome",417,417
CF80_gp109,YP_009006183.1,hypothetical protein,hypothetical protein,[53296:53521](+),74,NC_023568.1,"Vibrio phage VH7D, complete genome",417,417
AVU32_gp035,YP_009201138.1,hypothetical protein,hypothetical protein,[13303:13528](-),74,NC_028829.1,"Vibrio phage ValKK3, complete genome",417,417
phiGrn1_0334,ALP47283.1,hypothetical protein,hypothetical protein,[228517:228742](+),74,KT919972.1,"Vibrio phage phi-Grn1, complete genome",417,417
KVP40.0209,NP_899455.1,hypothetical protein,hypothetical protein,[113024:113249](+),74,NC_005083.2,"Vibrio phage KVP40, complete genome",417,417
phiST2_0089,ALP47663.1,hypothetical protein,hypothetical protein,[40791:41016](+),74,KT919973.1,"Vibrio phage phi-ST2, complete genome",417,417
VPFG_00272,YP_008125420.1,hypothetical protein,hypothetical protein,[36216:36438](+),73,NC_021529.2,"Vibrio phage nt-1, complete genome",417,417
CF80_gp101,YP_009006175.1,hypothetical protein,hypothetical protein,[50348:50639](+),96,NC_023568.1,"Vibrio phage VH7D, complete genome",447,447
AVU32_gp043,YP_009201146.1,hypothetical protein,hypothetical protein,[16332:16623](-),96,NC_028829.1,"Vibrio phage ValKK3, complete genome",447,447
phiST2_0081,ALP47607.1,hypothetical protein,hypothetical protein,[37846:38137](+),96,KT919973.1,"Vibrio phage phi-ST2, complete genome",447,447
KVP40.0201,NP_899447.1,hypothetical protein,hypothetical protein,[110217:110508](+),96,NC_005083.2,"Vibrio phage KVP40, complete genome",447,447
VPFG_00262,YP_008125410.1,hypothetical protein,hypothetical protein,[32954:33245](+),96,NC_021529.2,"Vibrio phage nt-1, complete genome",447,447
pp2_198,AFN37431.1,hypothetical protein,hypothetical protein,[110443:110734](+),96,JN849462.1,"Vibriophage phi-pp2, complete genome",447,447
TUST1-17_00725,ADX88871.1,putative helicase,DNA helicase,[81215:82631](-),471,HQ641351.1,"Vibrio phage ICP1_2006_A, complete genome",39,39
VPHG_00171,YP_007673653.1,AAA ATPase,DNA helicase,[111687:113097](-),469,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,39,39
KVP40.0156,NP_899402.1,Dda,DNA helicase,[90729:91965](+),411,NC_005083.2,"Vibrio phage KVP40, complete genome",39,39
ViPhICP1_gp148,YP_004251089.1,putative helicase,DNA helicase,[82987:84403](-),471,NC_015157.1,"Vibrio phage ICP1, complete genome",39,39
pp2_151,AFN37384.1,DNA helicase,DNA helicase,[90945:92211](+),421,JN849462.1,"Vibriophage phi-pp2, complete genome",39,39
TUST1-10_00735,ADX89559.1,putative helicase,DNA helicase,[87227:88643](-),471,HQ641354.1,"Vibrio phage ICP1_2004_A, complete genome",39,39
VPFG_00061,YP_008125213.1,hypothetical protein,DNA helicase,[174287:174536](+),82,NC_021529.2,"Vibrio phage nt-1, complete genome",39,39
CF80_gp043,YP_009006117.1,ATP-dependent DNA helicase,DNA helicase,[25180:26446](+),421,NC_023568.1,"Vibrio phage VH7D, complete genome",39,39
VPFG_00203,YP_008125352.1,Dda DNA helicase,DNA helicase,[8722:9988](+),421,NC_021529.2,"Vibrio phage nt-1, complete genome",39,39
KVP40.0292,NP_899539.1,PhoH domain protein,DNA helicase,[157782:158490](+),235,NC_005083.2,"Vibrio phage KVP40, complete genome",39,<5fil
VPFG_00341,YP_008125487.1,PhoH phosphate starvation-inducible protein,DNA helicase,[74280:74988](+),235,NC_021529.2,"Vibrio phage nt-1, complete genome",39,<5fil
APD17840.1,APD17840.1,hypothetical protein,hypothetical protein,[35951:37373](+),473,KY065147.1,"Vibrio phage JSF4, complete genome",27,27
ViPhICP1_gp072,YP_004251013.1,hypothetical protein,hypothetical protein,[33560:34346](-),261,NC_015157.1,"Vibrio phage ICP1, complete genome",27,27
VPHG_00095,YP_007673581.1,hypothetical protein,hypothetical protein,[58661:59510](-),282,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,27,27
TUST1-182_00345,ADX88342.1,hypothetical protein,hypothetical protein,[32825:33677](-),283,HQ641349.1,"Vibrio phage ICP1_2006_C, complete genome",27,27
APD17841.1,APD17841.1,hypothetical protein,hypothetical protein,[37369:38221](+),283,KY065147.1,"Vibrio phage JSF4, complete genome",27,27
VPHG_00166,YP_007673648.1,hypothetical protein,hypothetical protein,[109677:109899](-),73,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,27,27
VPHG_00096,YP_007673582.1,hypothetical protein,hypothetical protein,[59521:60955](-),477,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,27,<5fil
ViPhICP1_gp073,YP_004251014.1,putative baseplate component,hypothetical protein,[34408:35830](-),473,NC_015157.1,"Vibrio phage ICP1, complete genome",27,<5fil
AVU32_gp234,YP_009201337.1,homing endonuclease,SegD homing endonuclease,[116393:117044](+),216,NC_028829.1,"Vibrio phage ValKK3, complete genome",263,263
pp2_079,AFN37312.1,homing endonuclease,SegD homing endonuclease,[48855:49482](-),208,JN849462.1,"Vibriophage phi-pp2, complete genome",263,263
phiGrn1_0098,ALP47050.1,seg-like homing endonuclease,SegD homing endonuclease,[90428:91145](+),238,KT919972.1,"Vibrio phage phi-Grn1, complete genome",263,263
VPFG_00129,YP_008125280.1,SegD homing endonuclease,SegD homing endonuclease,[214433:214937](-),167,NC_021529.2,"Vibrio phage nt-1, complete genome",263,263
phiGrn1_0065,ALP47152.1,hypothetical protein,SegD homing endonuclease,[53253:53646](-),130,KT919972.1,"Vibrio phage phi-Grn1, complete genome",263,263
KVP40.0146,NP_899393.1,SegD,SegD homing endonuclease,[85072:85768](-),231,NC_005083.2,"Vibrio phage KVP40, complete genome",263,263
phiST2_0012,ALP47432.1,SegD homing endonuclease,SegD homing endonuclease,[6476:7172](-),231,KT919973.1,"Vibrio phage phi-ST2, complete genome",263,263
phiST2_0326,ALP47453.1,Seg-like homing endonuclease,SegD homing endonuclease,[216142:216727](-),194,KT919973.1,"Vibrio phage phi-ST2, complete genome",263,263
ViPhICP1_gp184,YP_004251125.1,hypothetical protein,SegD homing endonuclease,[99951:100143](+),63,NC_015157.1,"Vibrio phage ICP1, complete genome",263,<5fil
CF80_gp076,YP_009006150.1,hypothetical protein,hypothetical protein,[40154:40589](+),144,NC_023568.1,"Vibrio phage VH7D, complete genome",314,314
phiST2_0059,ALP47523.1,hypothetical protein,hypothetical protein,[28099:28534](+),144,KT919973.1,"Vibrio phage phi-ST2, complete genome",314,314
VPFG_00246,YP_008125394.1,hypothetical protein,hypothetical protein,[26329:26764](+),144,NC_021529.2,"Vibrio phage nt-1, complete genome",314,314
KVP40.0185,NP_899431.1,hypothetical protein,hypothetical protein,[103570:104005](+),144,NC_005083.2,"Vibrio phage KVP40, complete genome",314,314
phiGrn1_0303,ALP47137.1,hypothetical protein,hypothetical protein,[215712:216147](+),144,KT919972.1,"Vibrio phage phi-Grn1, complete genome",314,314
AVU32_gp067,YP_009201170.1,hypothetical protein,hypothetical protein,[25948:26383](-),144,NC_028829.1,"Vibrio phage ValKK3, complete genome",314,314
KVP40.0160,NP_899406.1,hypothetical protein,hypothetical protein,[93441:93909](+),155,NC_005083.2,"Vibrio phage KVP40, complete genome",345,345
phiST2_0030,ALP47510.1,hypothetical protein,hypothetical protein,[16140:16602](+),153,KT919973.1,"Vibrio phage phi-ST2, complete genome",345,345
VPFG_00207,YP_008125356.1,hypothetical protein,hypothetical protein,[11422:11893](+),156,NC_021529.2,"Vibrio phage nt-1, complete genome",345,345
